,date,title,contents
133,2022/08/07,디지털 대전환 시대 정부의 역할,"카카오와 네이버, 세계적인 기업 구글과 아마존 같은 플랫폼 기업이 바로 데이터를 모으고 연결해 빅데이터 왕국을 건설해 문어발식 사업 확장과 갑질에 가까운 사용료 부담을 강요하다가 최근에야 각국 정부의..."
134,2022/08/07,MZ세대 관심은행 1위는? '신한은행',7일 데이터앤리서치에 따르면 △트위터 △인스타그램 △유튜브 △페이스북 △카카오스토리 △블로그... 순으로 △신한은행 △IBK기업은행 △우리은행 △KB국민은행 △NH농협은행 △카카오뱅크 △하나은행...
135,2022/08/07,인터넷은행은 왜 MAU를 강조할까?,"사람들이 많이 찾는 뱅킹앱 입니다.” 지난 3일 인터넷전문은행 카카오뱅크가 실적발표에 앞서 소개할 때 한 말이다. 카카오뱅크는 실적발표를 하거나 새로운 상품, 서비스를 발표할 때 항상 MAU를 강조한다. 이는..."
136,2022/08/07,이재명 누적 득표율 74.15%…굳어지는 '어대명',"※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : 카카오톡 : @노컷뉴스"
137,2022/08/07,괴산 군자농협 이경애 장연지점장 보이스피싱 예방 감사장,"그녀는 지난달 28일 ""싼이자로 대출해 줄테니 기존 대출금을 갚아야 한다""는 카카오뱅크 사칭에 속은 주민 A씨의 사기 피해를 막았다. A씨는 당시 남편과 함께 현금을 인출하기 위해 장연지점으로 가던 중 순찰 중이던..."
138,2022/08/07,"문화누리카드, 문화향유 즐기고, 선물도 받고","문화누리카드' 카카오톡 채널 메시지로 보내면 된다. 응모자 중 추첨을 통해 88명에게 본죽 모바일 교환권을... 인스타그램, 카카오톡 플러스친구 등에서 확인할 수 있다. 한편, '문화누리카드'는 국민의 삶의 질 향상과..."
139,2022/08/07,대전시 4차산업혁명특별시 완성 `잰걸음',"기조 연설자로는 최근 누리호 발사에 성공한 한국항공우주연구원 최환석 부원장이 `한국의 우주개발 현황과 계획' 에 대해 소개하고, 카카오모빌리티 장성욱 미래이동연구소장이 `MARS 혁신의 열쇠, 디지털트윈' 에..."
140,2022/08/08,"""비가 이 정도일 줄이야"" 비구름 남하…경기남부도 비 피해","※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : 카카오톡 : @노컷뉴스사이트 : https://url.kr/b71afn"
141,2022/08/08,중부지방 80년 만의 폭우…곳곳서 도로통제·침수피해(종합),"※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : 카카오톡 : @노컷뉴스사이트 : https://url.kr/b71afn"
142,2022/08/08,"가상화폐로 결제하는 치킨, 윤홍근 제네시스 BBQ 회장의 실험은 계속된다",BBQ는 지난 7월에도 자사앱 및 홈페이지에 간편결제 서비스 '카카오페이'를 도입한다고 밝힌 바 있다. 300만명의 자사앱 회원을 보유한 BBQ는 작년 12월 기프티콘 수요 증가에 따라 사용자 편의성 개선을 위해 기프티콘...
143,2022/08/08,"마켓컬리, 추석 선물 미리 준비 최대 70% 할인","기획전 내 '다다익선 쿠폰' 스티커가 부착된 상품을 카카오페이로 결제할 경우 3개 이상 구매 시 10%, 5개 이상 구매 시 12%, 10개 이상 구매 시 15% 할인이 적용된다. 원하는 날짜에 선물세트를 받을 수 있는 예약 배송..."
144,2022/08/08,"우마무스메 추가 예정 카드 '유키노 비진', 얻어야 할까?","카카오게임즈가 국내 서비스 중인 육성게임 '우마무스메'는 지난 업데이트에서 양대 마켓 매출 1위를 석권한 바 있으며, 현재도 최상위권 순위를 유지 중이다. 일본 서비스에서 성능이 검증된 서포트 카드 '키타산 블랙..."
145,2022/08/08,"현대차와 인도서 상표 분쟁 국내업체 ""상표권 도용 아니다""","※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : 카카오톡 : @노컷뉴스사이트 : https://url.kr/b71afn"
146,2022/08/08,"농심켈로그, 수능 D-100 기념 온라인 프로모션 진행","8월 8일과 9일 이틀동안 카카오톡 선물하기에서 켈로그 에너지바K 다크초코&amp;씨솔트를 구매하면 켈로그 인기 에너지바K 4종의 8개로 구성된 '에너지바 북'을 제공한다. 농심켈로그 이커머스팀 박은지 차장은 ""수능을..."
147,2022/08/08,"에듀윌 공인중개사 김포학원, 전문 상담 매니저의 심층 상담으로 최적의 학습...","직접 방문이 어려운 경우, 에듀윌 공인중개사 김포학원 카카오톡 간편 상담 또는 전화 상담을 이용하면 된다. 에듀윌 공인중개사 김포학원 관계자는 “무작정 독학이나 공인중개사 인강을 신청하는 경우가 있는데, 본인의..."
148,2022/08/08,[속보]서울 잠수교 양방향 보행자·차량 전면통제,"※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : 카카오톡 : @노컷뉴스사이트 : https://url.kr/b71afn"
149,2022/08/08,"카카오뱅크, 고객 2000만명 눈앞...출범 5주년 성과는?",출범 5주년을 맞은 카카오뱅크가 2000만 고객 맞이를 눈앞에 두고 있다. ▲26주적금 ▲모임통장 ▲mini... 카카오뱅크는 지난달 31일 기준 고객 수가 1938만명으로 집계됐다고 8일 밝혔다. 지난 2017년 7월 27일...
150,2022/08/08,"윤홍근 회장, 가상화폐 실사용 확대 나서…BBQ 결제 프로모션 진행",한편 BBQ는 자사앱 및 홈페이지에 간편결제 서비스 '카카오페이'를 도입한다고 밝힌 바 있다. 간편결제 시스템은 BBQ앱과 홈페이지를 통해 주문하는 고객은 메뉴 선택 후 일반 결제 항목에서 카카오페이를 선택하여...
151,2022/08/08,10년간 ‘1등 모임’ 네이버 밴드… 다운로드 1억 5600만 돌파,"페이스북, 카카오스토리, 네이버 카페는 올해 국내 SNS·커뮤니티 앱 부문 MAU 기준 3~5위를 차례로 차지했다. 업계 관계자는 “밴드와 인스타그램의 서비스 성격이 다르고 이용자 연령대도 다르기 때문에 일률적인..."
152,2022/08/08,카카오뱅크 2000만 고객 초읽기…5주년 성과는?,"화이트페이퍼, WHITEPAPER(자료=카카오뱅크) 출범 5주년을 맞은 카카오뱅크가 2000만 고객 맞이를 눈앞에 두고 있다고 8일 밝혔다. '26주적금', '모임통장', 'mini', '주택담보대출' 등 기존 상품과 서비스를 고객..."
153,2022/08/08,"울산 내 고령층, 택시 어플 사용 못해 택시 이용에 어려움 호소","또 울산 전체 택시 중 98%가 카카오 멤버십에 가입해 배차 시스템을 이용하고 있어 택시 기사들의 전화 호출... 울산광역시택시운송조합 관계자는 ""택시 기사들이 콜택시와 카카오 멤버십을 병행해서 쓸 수 있는데..."
154,2022/08/08,"중대본, 호우대응 2단계 격상…한 총리 ""인명피해 주의"" 지시","※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : 카카오톡 : @노컷뉴스사이트 : https://url.kr/b71afn"
155,2022/08/08,"BBQ, 앱 주문시 CGV영화예매권 증정 이벤트 진행","추첨을 통해 총 300명에게 1인 2매를 증정하며, 쿠폰 사용을 많이 할수록 당첨 확률은 높아진다. 한편, BBQ는 최근 자사앱 및 홈페이지에 간편결제 서비스 '카카오페이'를 도입했다."
156,2022/08/08,"가스공사, 美 매트릭스사와 평택 수소인수기지 구축 협력","※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : 카카오톡 : @노컷뉴스사이트 : https://url.kr/b71afn"
157,2022/08/08,"셀트리온, ESG 위원회 설립…지속가능경영 전략 '시동'","※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : 카카오톡 : @노컷뉴스사이트 : https://url.kr/b71afn"
158,2022/08/08,서울 관악구 도림천 범람…산사태 경보 발령,"※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : 카카오톡 : @노컷뉴스사이트 : https://url.kr/b71afn"
159,2022/08/08,"코스피, 외인·개인 '사자'에 2,490대 강보합 마감","반면 LG에너지솔루션(0.22%), 삼성바이오로직스(0.56%), LG화학(1.56%), 현대차(0.77%), 카카오(0.99%) 등은 강세였다. 코스닥지수는 전 거래일보다 0.78포인트(0.09%) 내린 830.86에 마감했다. 개인은 1190억원을 순매수, 기관과..."
160,2022/08/09,"유니엄(UNIUM), 클레이튼 NFT 마켓 플레이스 오픈 및 '플렉스티비' IP를 활용","유니엄이 이번에 새롭게 오픈한 NFT 마켓 플레이스는 클레이튼에 최적화된 마켓으로, 클레이튼의 웹브라우저 확장 지갑인 카이카스(Kaikas) 및 카카오톡 클립과 완벽하게 연동되는 것이 특징이다. 이는 클레이튼의..."
161,2022/08/09,"산사태 나고, 하천 범람하고…경기도 4명 사망·2명 실종","※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : 카카오톡 : @노컷뉴스사이트 : https://url.kr/b71afn"
162,2022/08/09,"올림픽대로 가양대교-동작대교 전면 통제…""한강 수위 상승""","※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : 카카오톡 : @노컷뉴스사이트 : https://url.kr/b71afn"
163,2022/08/09,노들로 당산역→여의하류IC 구간 통제…서울 내 6곳 통제,"※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : 카카오톡 : @노컷뉴스사이트 : https://url.kr/b71afn"
164,2022/08/09,토사 무너지고 다리 잠기고...영상으로 본 비 피해,카카오톡에서 뉴스는 YTN 제보는 YTN 검색해서 카카오톡 채널로 바로 제보해 주실 수 있고 전화는 02-398-8282 혹은 8585로 전화하시면 기자들이 바로 상황을 전달받을 수 있습니다. 다만 영상을 촬영하실 때는 무엇보다 안전에...
165,2022/08/09,9가지 건강 미션 도전! '#슬기로운식생활 빙고 챌린지' 운영,"블로그, 카카오톡 채널 등) 홍보 또는 안내 포스터를 통해 참여할 수 있다. 참여 미션 인증은 9가지 미션을 도전하고 안내문의 빙고판에 있는 QR코드를 찍어 인증사진을 등록하면 된다. 빙고가 완성되면 카카오톡 검색창에..."
166,2022/08/09,"한국기독교장로회, 서대문 선교교육원 개발 본격화","[영상기자 이정우] [영상편집 서원익] ※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : 카카오톡 : @노컷뉴스사이트 : https://url.kr/b71afn"
167,2022/08/09,"[마감] 삼성전자, 장중 6만원 밑돌아...롯데손해보험 등 하락","LG에너지솔루션(2.35%), LG화학(2.91%), 네이버(2.51%), 삼성SDI(3.02%), 카카오(1.46%) 등은 상승했다. 폭우로... 시가총액 상위 10개 종목 중 HLB(4.95%), 에코프로(4.26%), 카카오게임즈(2.8%), 알테오젠(2.55..."
168,2022/08/09,"박진 ""화이부동"" 왕이 ""내정간섭 반대""…한중 외교장관회담","※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : 카카오톡 : @노컷뉴스사이트 : https://url.kr/b71afn"
169,2022/08/09,차고 높은 버스도 잠겼다…제보 영상에 담긴 기록적 폭우,"먼저 이제 카카오톡 가장 많이 사용하시는데 거기서 'SBS 뉴스'를 검색하시면 저희 계정이 뜹니다. 그래서 그쪽에다가 친구분들한테 보내듯이 이렇게 영상이든 사진, 그리고 여러 제보 내용 보내주시면 되고요, ID로..."
170,2022/08/09,[샌드박스 네트워크가 일하는 법 (1)] 지식재산권(IP)·메타버스·NFT는 고정...,대표적인 사례로 유튜브 크리에이터 ‘장삐쭈’ 캐릭터를 활용한 카카오톡 이모티콘 제작이 있다. 콘텐츠 공급 사업은 크리에이터를 대상으로 한 콘텐츠 오리지널 콘텐츠를 제작 및 공급하는 사업이다. 샌드박스...
171,2022/08/09,"‘소시탐탐’ 효연, 매니저 서현이 챙겨온 간식에 동공지진 '왜?'",저의 건강을 챙겨주는 것은 엄마보다 서현”이라며 “생강 도라지 카카오72...너나 먹어!”라고 폭발하며 폭소를 자아냈다. 그런가운데 이날 서현과 태연은 뮤직비디오 촬영 스케줄에 나선 효연을 세심하게 케어하는 열혈...
172,2022/08/09,김희재 무료공연 개최 소식에 ‘전국 투어 콘서트’ 기획사 측 “민·형사 소...,"이에 모코.ent는 블로그를 통해 김희재의 연습 불참과 관련해 “카카오톡 단체방과 감독, 작가 등 많은 분이 증언할 것”이라며 반박 입장을 내놨고, 지난달 13일 김희재와 스카이이앤엠 부대표를 상대로 사기 혐의로..."
173,2022/08/09,‘18번째 KPGA 투어’ 대유위니아 MBN 여자오픈의 모든 것,"대유위니아그룹과 MBN매일경제가 공동주최하고 한국여자프로골프협회가 주관하는 이번 대회는 주관방송사인 SBS골프와 함께 네이버, 다음카카오, 올레TV, LG유플러스를 통해 생중계된다."
174,2022/08/09,"'공정거래법상 기업집단 지정제도 30년, 이대로 괜찮은가'세미나 개최","김 변호사는 또한 동일인관련자의 범위도 축소해야 한다고 설명하며 ""친족개념이 변하고 있는 데다가 네이버, 카카오, 쿠팡 등 친족 관계와 무관한 지배구조를 보이는 기업집단도 다수 등장하고 있는 현시대 상황을..."
175,2022/08/09,"[특보] ‘시민 기자’ 열혈 제보, 재난방송에 큰 몫","재해 상황을 제보하려면 카카오톡에서 'KBS 제보'를 친구로 추가한 뒤, 일상적인 메시지를 보내듯 영상을 첨부할 수 있습니다. 다만, 무리하게 현장에 접근해선 안 되고, 무엇보다 본인의 안전을 먼저 확보하는 것이..."
176,2022/08/09,"""진짜 대단해"" '소시탐탐' 태연X서현, 효연 일일 매니저 체험→MV 촬영 전 아...",효연은 서현에 “엄마보다 건강을 더 챙긴다. 카카오 72%는 너나 먹어라”고 되돌려 폭소를 유발했다. 한편 ‘소시탐탐’은 소녀시대의 15주년 기념 프로젝트로 ‘탐’나는 소녀시대의 ‘탐’나는 예능 정복기다.
177,2022/08/09,[속보]노들로 당산역→여의하류IC 구간 전면 통제,"구간 전면 통제 ※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : 카카오톡 : @노컷뉴스사이트 : https://url.kr/b71afn"
178,2022/08/09,집중호우 계속…동부간선도로 오후 6시부터 전면통제,"※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : 카카오톡 : @노컷뉴스사이트 : https://url.kr/b71afn"
179,2022/08/09,"방통위, 앱 마켓사업자 구글·애플·원스토어 ‘갑질’ 사실조사",지난 6월 말에는 구글이 카카오를 상대로 ‘인앱결제 외의 결제방식을 안내해서는 안 된다’는 구글플레이 이용약관을 위반했다면서 카카오톡 앱의 업데이트를 막는 일도 발생했다. 방통위는 “실태점검 결과 구글·애플...
180,2022/08/10,"[마감] 삼성전자, 또 6만원선 붕괴...사우디 왕세자 방한 기대 건설주 '강세'","SK하이닉스(-3.47%), LG화학(-3.43%), 카카오(-3.49%)가 3% 넘게 하락했고, 삼성바이오로직스(-1.11%), 네이버... 시가총액 상위권에서 HLB(-6.22%), 카카오게임즈(-3.40%), 알테오젠(-3.40%) 셀트리온제약(-1.55%), 펄어비스(-1...."
181,2022/08/10,"창원시, '대한민국 관광박람회'에서 마산국화축제 홍보",카카오톡에 창원관광 챗봇 채널을 추가하거나 창원관광 SNS 계정을 팔로우하는 관람객에게 기념품을 증정하는 이벤트로 이목을 집중시킬 계획이다. ‘대한민국 방방곡곡 여행박람회’는 대한민국지방신문협의회...
182,2022/08/10,[뉴스나이트] 침수에 나타난 영웅들... 우리 동네 슈퍼맨을 소개합니다.,제보 영상을 보내주실 때는 카카오톡 '뉴스는 YTN' '제보는 YTN' 으로 주시면 되구요. 전화로는 02 398 8282 또는 8585 번으로 연락 주시면 됩니다. 무엇보다 제보영상을 찍으실땐 여러분들의 안전에 각별히 주의하시길...
183,2022/08/10,"카카오노조 “MBK, 국민연금 손잡고 카카오모빌리티 인수하려해”",전국대리운전노동조합과 크루유니언(화섬식품노조 카카오지회)이 카카오모빌리티측에 성실한 자세로 단체교섭에 참여할 것을 촉구했다. 양 노조는 10일 서울 상연재에서 “카카오모빌리티는 공공성 강화를 위해...
184,2022/08/10,"[모바일 게임 이용자 순위] 8월 1주차, '세나 레볼루션' 7위→12위",지난주 WAU 10위였던 카카오게임즈 '우마무스메: 프리티 더비' 역시 '키타산 블랙 SSR' 업데이트 붐이... 7%↓) △4위 카카오게임즈 '오딘: 발할라 라이징' 8만8920명(0.7%↑) △5위 '세나 레볼루션' 28만8705명(24.5...
185,2022/08/10,충북 청주 시간당 30~50㎜ '물폭탄'…5년전 악몽에 주민들 사투[영상],"※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : 카카오톡 : @노컷뉴스사이트 : https://url.kr/b71afn"
186,2022/08/10,"'오딘' 개발사 대표, 카카오게임즈 2대 주주 된다",뉴스토마토 = 이선율 기자 | 카카오게임즈(293490)의 지난해 흥행작이자 주력 게임인 '오딘:발할라라이징'(오딘)의 개발사 라이온하트스튜디오의 김재영 대표가 카카오게임즈의 2대 주주가 된다. 카카오게임즈는 10일...
187,2022/08/10,보다 강력해진 통합 건강관리…갤럭시 워치5 시리즈 출시,"※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : 카카오톡 : @노컷뉴스사이트 : https://url.kr/b71afn"
188,2022/08/10,"尹대통령, 빌 게이츠와 16일 용산서 만난다","※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : 카카오톡 : @노컷뉴스사이트 : https://url.kr/b71afn"
189,2022/08/10,카카오게임즈 1966억원 유증…'오딘' 개발사 참여,'오딘: 발할라 라이징' '오딘: 발할라 라이징' 개발업체 라이온하트스튜디오의 김재영 대표가 카카오게임즈 2대 주주로 올라선다. 김 대표를 비롯해 라이온하트의 핵심 임직원들이 카카오게임즈 유상증자에...
190,2022/08/10,2년 만에 돌아온 갤럭시버즈2 프로…더 작고 가벼워져,"※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : 카카오톡 : @노컷뉴스사이트 : https://url.kr/b71afn"
191,2022/08/10,훨씬 강력해진 '갤럭시Z' 마침내 공개…폴더블폰 '대중화' 시동,"※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : 카카오톡 : @노컷뉴스사이트 : https://url.kr/b71afn"
192,2022/08/10,"[갤럭시언팩 2022] 뜨거워진 손목 위 전쟁…삼성, '갤워치5'로 애플 넘을까","경쟁 제품인 '애플워치'가 지난달 카카오페이를 지원하기 시작했다는 점을 고려하면 향후 도입에 대한 기대감도 나오고 있지만, 일각에선 삼성페이의 소프트웨어상 문제로 당분간 쉽지 않을 것으로 봤다. 업계..."
193,2022/08/10,"카카오맵, 부산시내버스 위치 실시간으로 보여준다","자료: 카카오. 부산 시내버스의 실시간 이동 모습을 카카오맵에서 확인할 수 있게 됐다. 카카오는 10일 지도 앱 서비스 카카오맵에서 부산 지역 초정밀 버스 위치 정보를 제공한다고 밝혔다. 제주, 울산, 춘천, 목포에 이어..."
194,2022/08/10,"SPC 배스킨라빈스, '포켓몬 LED 배드민턴 세트' 사전 예약 실시","해피오더 애플리케이션과 카카오톡 주문하기를 통해 아이스크림 쿼터(17,000원) 사이즈 이상 사전 예약 시 1천원의 혜택을 적용해 '포켓몬 LED 배드민턴 세트'를 5,900원에 판매한다. 오프라인 매장에서는 12일부터 쿼터..."
195,2022/08/10,"[갤럭시Z4 언팩] ⑬16일부터 사전 예약 돌입하는 이통사, '알림' 이벤트로 먼...","15일까지 사전예약 알림을 신청하는 고객들에게 카카오페이 1000원을 증정한다. 이 중 추첨을 통해 프라다, 샤넬, 나이키 제품을 경품으로 추가 제공한다. 사전예약 알림 이벤트가 진행되면서 사전예약 혜택이..."
196,2022/08/10,"[미리보는 이데일리 신문]“완성형 폴더블폰의 세계 기준, 삼성이 만든다”","카카오페이 기대감 △증권 -대형 증권사, 돈 안되는 코넥스 지정자문인 이탈 -DB하이텍 팹리스 분사 두고 개미 반발 심화 -자금유치·새주인 맞는 기업들 유료·수익화 시동 -‘소뱅아시아가 신세계에 매각된다?’......"
197,2022/08/10,기록적인 폭우… 지하에 위치한 작은 교회 피해 심각,"이정우 최내호] [영상편집 서원익] ※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : 카카오톡 : @노컷뉴스사이트 : https://url.kr/b71afn"
198,2022/08/10,"[공매도 TOP 10 종목] 코스피, 삼성전자 공매도 1위…후성-삼성엔지니어링-두...","(18만2341주), 카카오뱅크(17만8886주), 우리금융지주(16만828주), 팬오션(14만3548주) 순으로 뒤를 이었다. 삼성엔지니어링, 두산에너빌리티, 대한전선, 삼성중공업, 카카오뱅크, 팬오션은 10위권 밖에서 이날 10위권..."
199,2022/08/10,"코스닥, 외인과 기관 매도에 하락 마감…천보 상승 VS HLB, 카카오게임즈, 알...","HLB(-6.22%), 카카오게임즈(-3.40%), 알테오젠(-3.40%), 셀트리온제약(-1.55%), 펄어비스(-1.14%), 엘앤에프(-1.02%), 셀트리온헬스케어(-0.89%), 에코프로(-0.75%), 에코프로비엠(-0.73%) 등이 하락 마감했다."
200,2022/08/11,"음식물처리기 업체 푸드타파, 홈체험 서비스 진행","업체 관계자는 ""해당 서비스는 전화상담센터 및 카카오톡상담센터를 통해 신청이 가능하다."" 라며 ""홈체험 후 마음에 들지 않았다면 별도 조건 없이 제품을 반품처리 할 수 있으나 초기 설치철거비..."
201,2022/08/11,"""국내 첫 휴대전화 생산"" 노키아TMC, 창원시에 유물 기증","※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : 카카오톡 : @노컷뉴스사이트 : https://url.kr/b71afn"
202,2022/08/11,"홍남표 시장·김영선 의원, 팔용배수장 등 폭우 대비 현장점검","※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : 카카오톡 : @노컷뉴스사이트 : https://url.kr/b71afn"
203,2022/08/11,"이준석, 여권 지지율 하락 빗대 ""쌓는 건 2년, 무너지는 건 2주""","※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : 카카오톡 : @노컷뉴스사이트 : https://url.kr/b71afn"
204,2022/08/11,폭염에 열심히도 뛰었건만 … 무정차 시내버스에 '분통',하지만 최근 카카오나 네이버 등에서 시내버스 알림 서비스를 운영하고 있는 만큼 행안부에서 지자체 자체 버스 어플을 없애라고 하는 추세이기 때문에 쉽지는 않을 것으로 보인다. 울산시 관계자는...
205,2022/08/11,"넷마블 '제2의 나라' 에어리즈 스튜디오 '살르', ＂우리는 한다 예술!＂","이 중에 카카오톡 중 오픈톡에서 사용하실 수 있는 킹덤 프로필과 유저 캐릭터 프로필은 지금도 많은 요청이 들어오고 있고, 특히 유저 캐릭터 프로필은 제 것 포함 40여 개의 프로필을 제작했을 정도로 생각했던 것보다..."
206,2022/08/11,"이현재 하남시장, 코로나19 확산 예방 캠페인 ""예방접종 부탁드려요""",접종 대상자는 카카오톡이나 네이버를 통해 잔여 백신을 예약하거나 위탁의료기관에 확인하여 당일 접종을 받을 수 있다. 예약이 어려운 고령층 등은 동행정복지센터를 방문하여 현장 예약도 가능하다. 접종백신은 mRNA...
207,2022/08/11,"中, 대만해협 정기 순찰 의도는…'중간선 상시 무력화'(종합)","대만을 담당하는 인민해방군 동부전구 스이 대변인은 10일 동부전구 위챗(微信·중국판 카카오톡) 공식 계정을 통해 나왔다. 스이 대변인은 대만 주변 합동 군사훈련을 마무리한다고 밝히면서 ""상시적으로 대만 방향으로..."
208,2022/08/11,[미리보는 이데일리 신문]비전·협치·반성 ‘3無 정부’,"꺾이나…네이버·카카오 오랜만에 웃었다 -자존심 구긴 ‘유니콘 특례상장 1호’ 쏘카 청약, 기관 이어 개미도 외면 -허장 행정공제회 사업이사 “알파돔 다음 타깃은 물류·데이터센터 안정적 수익 이어갈 것”..."
209,2022/08/11,[재송] 11일 장 마감 후 주요 종목 뉴스,△카카오(035720)=카카오임팩트에 120억원을 증여(기부금)한다고 공시. 올해 내로 지급하며 분할 지급 가능. △진흥기업(002780)=2분기 영업이익이 167억원으로 전년 동기 대비 26.9% 감소했다고 공시. 같은 기간...
210,2022/08/11,[아주경제 오늘의 뉴스 종합] 국내 철강사들 또 공정위 과징금 10년간 5차례 ...,"LG유플러스는 15일까지 알람을 신청하는 고객에게 카카오페이 1000원을 100% 증정한다. 또 추첨을 통해 프라다 토트백, 나이키 조던1 x 트래비스 스캇 등 제품도 증정한다. 특히 LG유플러스는 패션 브랜드 메종키츠네와..."
211,2022/08/11,"부산시, 카카오맵 통해 초정밀 버스 위치 정보 제공",카카오맵 통해 초정밀 버스 위치 정보 제공 홍보 포스터 (사진제공/부산시) 부산시민들은 이제 지도 앱인 '카카오맵'을 통해 시내·마을버스가 초 단위로 실시간 이동하는 모습을 볼 수 있다. 부산시(시장 박형준)는 버스...
212,2022/08/11,"김용균 일한 하청 관계자 ""근로자 배치·벨트 운전시간 등 임의로 못 해""","※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : 카카오톡 : @노컷뉴스사이트 : https://url.kr/b71afn"
213,2022/08/11,"[공매도 TOP 10 종목] 코스피, 팬오션 공매도 1위…KB금융-LG디스플레이-우리...","이어 KB금융(46만7874주), LG디스플레이(38만5979주), 우리금융지주(35만2379주), 후성(25만8155주), 카카오뱅크(25만341주), KT(22만2107주), HMM(21만7401주), 현대로템(21만3141주), 한국전력(20만6794주) 순으로 뒤를 이었다...."
214,2022/08/11,"시청자 제보 영상...""물에 잠기고 갇히고""",--------------------------------- 시청자 제보는 카카오톡에서 JTV 제보를 검색하신 뒤 동영상으로 보내주시면 됩니다. 다만 촬영하실 때 반드시 안전을 확보해야 합니다. 시청자 여러분의 제보 영상은 재난 상황을 알리는 데 큰...
